uuid,Name,Product Code,Density,Density Range,Measured Ref. Index - AVG,RI Range,Product Line,Aroma Color,Notes Color (Secondary),Intensity 1-10,Cannabis Forward,Fruity Forward,Dessert Forward,Odor Type,Odor Description,Tags,Family Type,Main Terpenes,Density g/cc,Density_avg,Refractive_Index_avg
e2eefa25-f03c-408c-a871-aaae66413891,Birthday Cake,10-15-9999,"0.8689, 0.8574, 0.8496, 0.853, 0.861, 0.8608, 0.864, 0.8542, 0.865, 0.866, 0.8586, 0.8542, 0.8668, 0.8688, 0.8726, 0.8304",0.825 - 0.894,"1.4791, 1.4794, 1.4799, 1.479, 1.478, 1.4811, 1.4807, 1.4786, 1.4803, 1.4798, 1.4798, 1.4786, 1.4787, 1.4805, 1.4808, 1.4810",1.45 - 1.509,Enhancer Line,#392f1d,#dfc1c1,7,0,0,5,chocolate cake with sprinkles,"Celebrate every puff with the sweet, festive flavor of frosted birthday cake, sprinkled with sugary delight and a hint of vanilla frosting.","sugar, Vanilla, sweet, Chocolate, Cake, pastries","Sweet, Dessert","Beta Caryophyllene, Humulene, Alpha Pinene",,0.85945625,1.47970625
4de3dfe6-604b-4d0f-97c1-3e14f27da777,Blackberry,10-563-9999,"0.8358, 0.8614, 0.8590, 0.8632, 0.8536, 0.8572, 0.8398",0.819 - 0.887,"1.4697, 1.4729, 1.4719, 1.4719, 1.4729, 1.4727, 1.4728",1.443 - 1.502,Enhancer Line,#5c2e9b,#6b3c3c,8,0,5,0,Deep Blackberry,Deep berry notes with tangy and earthy notes,"BerryNotes, Earthy, acidic, tangy, purple",Fruity,"Myrcene, Alpha Pinene, Beta Caryophyllene",,0.852857143,1.472114286
3693521f-ab4d-4406-a843-b1b7d197bebf,Blackberry Lemonade,10-18-9999,"0.8569, 0.8547, 0.8396, 0.8388, 0.8542, 0.8616, 0.8358, 0.8530, 0.8586, 0.8548, 0.8586, 0.8530, 0.8358, 0.8530, 0.8358, 0.8358, 0.8598, 0.8554, 0.8532, 0.8488",0.816 - 0.884,"1.4769, 1.4769, 1.4777, 1.4764, 1.4785, 1.4787, 1.4780, 1.4781, 1.4781, 1.4781, 1.4780, 1.4787, 1.4780, 1.4787, 1.4787, 1.4795, 1.4789, 1.4794, 1.4792",1.449 - 1.508,Enhancer Line,#232024,#ddea5d,6.5,0,4,2,Sour Blackberry,"Refreshing and tangy, this flavor combines the tartness of ripe blackberries and the zesty punch of lemonade for a vibrant, thirst-quenching experience.","Lemonade, Lime, BerryNotes, sugar, Vanilla, sweet, blackberry","Fruity, Sweet","Limonene, Beta Caryophyllene, Myrcene",,0.84986,1.478236842
86b7ab20-9d8e-493b-b151-7786df68f5a3,Blonde Hash,18/01/9999,"0.8574, 0.8382, 0.8524, 0.8324, 0.841, 0.8394, 0.8140, 0.9376, 0.8410, 0.8448, 0.8460, 0.8454",0.815 - 0.883,"1.4807, 1.4809, 1.4771, 1.4788, 1.4786, 1.4808, 1.4804, 1.4797, 1.4802, 1.4816, 1.4810, 1.4810",1.45 - 1.51,Enhancer Line,#e3c268,#eae574,8,4,0,0,Hash,"Our Blonde Hash offers a uniquely floral and fresh experience with crisp notes, enhanced by the subtle hints of the Hindu Kush beneath its earthy aroma.","Herbal, Earthy, Wood, Hashish, Hash",Hash,"Myrcene, Terpinolene, Beta Caryophyllene",,0.849133333,1.480066667
70340a95-1ddc-446e-9171-4bb9f25a161a,Blue Lemonade,10-23-9999,"0.8304, 0.8488, 0.8616, 0.8464, 0.8584, 0.8456, 0.8464, 0.8574, 0.8636, 0.8554",0.817 - 0.885,"1.4719, 1.4717, 1.4710, 1.4708, 1.4726, 1.4803, 1.4708, 1.4714, 1.4718, 1.4725",1.443 - 1.502,Enhancer Line,#e2ff68,#ffa1a1,6.5,,4,1,sour Lemon popcicle,"Lemon drops (candy) top notes,  little forest berries and cherries in the background","Lime, BerryNotes, Lemon, sweet, Candy",Citrus,"Limonene, citral",,0.8514,1.47248
6e2d4b1e-f1c3-4f3d-ad73-c25b2af0b6c6,Blueberry Yum - Enhancer,10/07/9999,"0.8276, 0.8376, 0.8416, 0.8482, 0.8434, 0.8454, 0.8398, 0.8488, 0.8434, 0.8482, 0.8336, 0.8396",0.808 - 0.875,"1.4768, 1.4762, 1.4763, 1.4776, 1.4747, 1.4742, 1.4753, 1.4751, 1.4747, 1.4776, 1.4743, 1.4764",1.446 - 1.505,Enhancer Line,#440753,#2b461a,7,2,4,,Herbal Bluberry,"Sweet, fruity aroma bursting with ripe blueberry notes, complemented by subtle earthy and herbal undertones, with floral finish","BerryNotes, Kush, Herbal","Herbal, Fruity","Myrcene, Alpha Pinene, linalool",,0.841433333,1.475766667
da84e56e-1467-425c-b2df-3901e702b141,Cake Note,10-573-9999,"0.9042, 0.9178, 0.8940, 0.8872",0.865 - 0.937,"1.4829, 1.4826, 1.4844, 1.4842",1.454 - 1.513,Enhancer Line,#ebd2bf,#fdff99,7,,,5,Dessert Sweet,"A layered and nostalgic profile combining caramelized sugar, baked vanilla birthday cake, and soft-baked dough. Notes dance between gooey chocolate chip cookie dough and airy yeast-raised vanilla sponge cake. This profile offers a rich, comforting dessertiness: soft, creamy, and decadently bakery-forward delivering a warm, indulgent mouthfeel with depth and softness.","creamy, Sweat, Cake, Dessert",Dessert,"Beta Caryophyllene, Humulene, linalool",,0.9008,1.483525
75685231-df50-4cb2-b605-a87226ea006d,Cali S’morez,10-561-9999,".9335, 0.9026, 0.896, 0.8734, 0.9104, 0.9122",0.868 - 0.941,"1.4870, 1.4884, 1.4874, 1.4895, 1.4889, 1.4890",1.459 - 1.518,Enhancer Line,#8c4141,#ffbcfa,10,2,1,5,Burnt Toffee,Super sweet and smokey aroma with sweet strawberry and toffee top notes along with kush cannabis undertone .,"caramel, smoke, strawberry, toffee, Vanilla, Kush","Spicy, Candy","Alpha Bisabolol, Beta Caryophyllene, Humulene",,0.904683333,1.488366667
d77b2678-4561-4393-af00-b30b370fe709,Caramel Cream,10-555-9999,"0.904, 0.904, 0.9056, 0.9051, 0.9054, 0.8927, 0.8842, 0.8703, 0.883, 0.8696, 0.8834, 0.8714, 0.8816, 0.8864, 0.8860, 0.9058, 0.8998, 0.8638, 0.8850, 0.8804",0.853 - 0.924,"1.4745, 1.4766, 1.4769, 1.4778, 1.4779, 1.4802, 1.4802, 1.3368, 1.4805, 1.4796, 1.4786, 1.4790, 1.4811, 1.4814, 1.4803, 1.4806, 1.4803, 1.4819, 1.4814, 1.4812",1.443 - 1.502,Enhancer Line,#fee8a0,#897373,9,,,5,Sweet Caramel,Sweet dough-like body with strong caramel top note and low maple back notes.,"creamy, caramel, milk, maple, sugar","creamy, Candy","Myrcene, Limonene, Beta Caryophyllene",0.904,0.888375,1.47234
1dc14f97-b9fc-41f6-a5d3-dcb084e53cda,Caribbean Pineapple,10-513-9999,"0.8564, 0.858, .8332, 0.8586, 0.8386, 0.8462, 0.8406, 0.8466, 0.8248, 0.8436, 0.833, 0.8422, 0.8482, 0.8384, 0.8384, 0.8430, 0.8556, 0.8472",0.810 - 0.878,"1.4592, 1.4595, 1.4563, 1.4589, 1.4600, 1.4609, 1.46, 1.4592, 1.4604, 1.4589, 1.4595, 1.4624, 1.4609, 1.4619, 1.4614, 1.4617, 1.4620, 1.4626",1.431 - 1.49,Enhancer Line,#cea924,#e545ce,8.5,,5,,Pina - Colada,Sweet pineapple with a hint of cinnamon and coconut,"FruitJuice, tropical, sweet, Pineapple",Tropical,"Myrcene, Limonene, Beta Caryophyllene",,0.844033333,1.460316667
a23f302b-09a2-44a7-aba0-bfe7d3ea8602,Cherry Cola,10-572-9999,"0.8562, 0.8758",0.831 - 0.901,"1.4883, 1.4873",1.458 - 1.518,Enhancer Line,#b70d0d,#75451f,8,,,4,Cherry Cola,"A nostalgic fusion of sweet black cherry and spiced cola, layered with hints of vanilla and citrus over a fizzy caramel base","Lime, Cherry, Cola","Fruity, Candy","Beta Caryophyllene, Limonene, Humulene",,0.866,1.4878
2425cd96-06d8-4917-85fc-7c0b6a02e4e9,Cherry Kool Aid - Enhancer,10/05/9999,"0.8510, 0.8346, 0.8306, 0.825, 0.825, 0.846, 0.8306, 0.8316, 0.8206",0.799 - 0.866,"1.4747, 1.4755, 1.4764, 1.4763, 1.4763, 1.4751, 1.4764, 1.4769, 1.4772",1.447 - 1.506,Enhancer Line,#b55e5e,#95d87a,6,1,4,,Sweet Cherry Juice,"Cherry-raspberry with lime notes, bit melon, creamy vanilla, strawberry candy and grape notes","Lime, BerryNotes, Cherry","Candy, Fruity, candy","Myrcene, Limonene, Beta Caryophyllene",,0.832777778,1.476088889
562a48ab-2b0f-45ee-bffa-a6fdb100c68c,Coco Melonade,10-21-9999,"0.8452, 0.8472",0.812 - 0.880,"1.4739, 1.4747",1.445 - 1.504,Enhancer Line,#bb6060,#ef8d37,7,,4,,Fruity candy,"Sweet, fruity aromas featuring strong melon and watermelon notes, with tropical, candy-like, minty, and lightly spicy nuances throughout.","bubblegum, sweet, Candy, WatermelonNotes",Candy,"Myrcene, Limonene, Beta Caryophyllene",,0.8462,1.4743
c6e4d8b7-eb5e-439b-90c7-4901568ebb65,Coconut Peach,10/09/9999,"0.8316, 0.8584, 0.8212, 0.8516, 0.8512, 0.8412, 0.8456, 0.855, 0.8456, 0.8556, 0.8340",0.811 - 0.878,"1.4682, 1.4712, 1.4713, 1.4706, 1.4717, 1.4710, 1.4702, 1.471, 1.4702, 1.4727, 1.4729",1.442 - 1.5,Enhancer Line,#e2913b,#dac4c4,7,,4,,tropical fruit,"Sweet tropical aroma of peach, pineapple popsicle, tropical gum and coconut cream with candy-like, creamy, fruity brightness.","Peach, tropical, Candy, Pineapple",Tropical,"Myrcene, Beta Caryophyllene, Limonene",,0.844636364,1.471
3a15999e-d0b9-4557-9342-52f3033d9766,Coffee Note,10-568-9999,"0.8876, 0.8826",0.850 - 0.921,"1.4914, 1.4907",1.461 - 1.521,Enhancer Line,#631805,#e7e8ab,6,1,1,4,coffee,"top layer of burnt esspresso pod. with notes of moka, caramel, vanilla,cinnamon and spices.  littler bit of rum and almonds-amareto liqure ending.","caramel, Rum, esspresso, moka, almondy",Dessert,"Beta Caryophyllene, Humulene",,0.8851,1.49105
4022e8b7-6060-4616-bafc-25425ecd2f69,Diesel Note,10-502-9999,"0.8502, 0.85, 0.8547, 0.8504, 0.8618, 0.839, 0.8318, 0.8346, 0.8292, 0.8382, 0.8638, 0.823, 0.8316, 0.8366, 0.8442, 0.8364, 0.8336",0.808 - 0.875,"1.4783, 1.480, 1.4795, 1.4808, 1.4824, 1.4826, 1.4822, 1.4812, 1.4809, 1.4807, 1.4824, 1.4830, 1.4827, 1.4818, 1.4824, 1.4824, 1.4833",1.452 - 1.511,Enhancer Line,#abaa81,#e8c14e,8,4,,,Petrol,Strong diesel body with skunky citrusy back notes.,"Diesel, citrus, Skunk, Petrol",Diesel,"Terpinolene, Alpha Terpinene, Limonene",0.8211,0.841711765,1.481564706
e10361c0-1b6e-4214-a2e5-0883be3685e1,Dragon Fruit,10-13-9999,"0.894, 0.8702, 0.8940, 0.894, 0.8548, 0.8514",0.841 - 0.911,"1.4631, 1.4636, 1.4631, 1.4631, 1.4650, 1.4649",1.435 - 1.493,Enhancer Line,#ff6d01,#fb779d,8,,5,1,tropical fruit,"sweet, tropical candy-aroma, dominated by melon, mango,kiwi and exotic fruits watery fruits.","tropical, sweet, Candy, Melon",Fruity,"Myrcene, Alpha Terpineol, Limonene",,0.8764,1.4638
7cb5648c-5f7b-48a3-b002-ff4789df44e3,Dubai Chocolate,10-574-9999,"0.9166, 0.8970",0.871 - 0.943,"1.4831, 1.4850",1.454 - 1.514,Enhancer Line,#9eb590,#630e0e,7,,1,5,Dessert Sweet,"A creamy pistachio-forward body layered with gently roasted nuttiness and a signature green, oily sweetness unique to pistachio. This is enveloped in a warm layer of bittersweet chocolate with a subtle espresso edge. The interplay of nut, chocolate, and cream creates a decadent, mouth-coating profile with Middle Eastern elegance and global appeal.","creamy, Chocolate, Dessert, Pistachio",Dessert,"Humulene, Beta Caryophyllene, linalool",,0.9068,1.48405
890c8120-21da-40fc-8809-b1e7082a8ab9,Fresh Mint,10-509-9999,".886, 0.866, 0.8426, 0.8586, 0.8524, 0.8560",0.826 - 0.895,"1.4797, 1.4799, 1.4810, 1.4793, 1.4829, 1.4811",1.451 - 1.51,Enhancer Line,#9febf7,#f142cd,6.5,,3,,Menthol,"Icy fresh sweet mint , like mint candy, mint toothpaste","sweet, Mint, Ice",Fresh,"Beta Caryophyllene, Myrcene, Terpinolene",0.858,0.860266667,1.48065
6ad3c44d-ee6f-4b98-8b6a-73d6149f16c0,Fuzzy Peach,10-511-9999,"0.855, 0.8567, 0.8497, 0.827, 0.831, 0.8468, 0.851",0.812 - 0.879,"1.47, 1.4700, 1.4711, 1.4706, 1.4690, 1.4713, 1.4719",1.441 - 1.5,Enhancer Line,#cc3e02,#911d1d,7,,4,,Iced Peach Tea,"A summery and refreshing profile, featuring fresh peach flavors combined with black tea and a certain coolness, creating a familiar and beloved taste","FruitJuice, Peach, sweet, Herbal, tea","Fruity, Sweet","Myrcene, Limonene, Beta Caryophyllene",0.855,0.845314286,1.470557143
147bb692-bfda-4edf-97e9-2994a23bdc64,Garlic Note,10-562-9999,"0.834, 0.8446, 0.8534, 0.8484, 0.8406, 0.8592, 0.843, 0.851, 0.8556",0.814 - 0.882,"1.4859, 1.4857, 1.4862, 1.4852, 1.4858, 1.4833, 1.4846, 1.4846, 1.4865",1.456 - 1.515,Enhancer Line,#e6e1a3,#95a5b0,9,5,,,Garlic,"A powerful, pungent aroma dominated by garlic and skunk tones, with a gassy, slightly fermented character.
fermented cloves sealed in a jar, cracked open after months in the dark. The opening is pungent and overwhelming, a blast of skunky sulfur, wet soil, and mothballs (naphthalene), with a raw, organic edge that feels almost human: sweaty, feral, alive. The body settles into a deep GMO groove,  heavy and dense, with dank cellar humidity, rotting greens, and a sharp, chemical note like overcooked cabbage meets burnt hair. There’s a slight gasoline vapor trail that hangs in the background, giving the profile altitude and danger. It doesn’t fade, it expands. Thick, earthy, animalic. A full-spectrum cannabis funk designed for those who chase the heavy.
This is not clean Kush This is garlic-fueled GMO rot, compressed into gassy power.","Earthy, Sulfuric, Garlic, Dunk","Spicy, Earthy","Myrcene, Beta Caryophyllene, Alpha Terpineol",,0.847755556,1.485311111
e7b92c88-ca68-447b-a501-624da6b7ec03,Gas Note,10-569-9999,"0.8392, 0.8380, 0.8322, 0.8312, 0.8402, 0.8246",0.801 - 0.868,"1.4789, 1.4751, 1.4744, 1.4741, 1.4758, 1.4764",1.446 - 1.505,Enhancer Line,#b4aeb9,#bed68c,6,4,1,,Gassy Lemon,"Fresh, citrusy, and gassy aroma with herbal-rosemary notes, leathery undertones, and a skunky-sour twist.","Gas, Skunk, Herbal","Gas, Camphorous","Myrcene, Beta Caryophyllene",,0.834233333,1.475783333
fade5ce0-ea5e-4ca7-8cd5-3a0b965c175d,Grape Soda,10/12/9999,"0.8822, 0.874, 0.849, 0.8738, 0.8832, .8862, 0.8796, 0.8778",0.841 - 0.911,"1.4912, 1.4934, 1.4934, 1.4923, 1.4936, 1.4928, 1.4927, 1.4941",1.463 - 1.523,Enhancer Line,#835eca,#72b776,9,2,5,,fruity,"old and fruity. Deep synthetic grape candy is lifted by green apple and mint, with metallic, leathery undertones","Fruity, Candy, Grape, chemical",Candy,"Beta Caryophyllene, Humulene",,0.875725,1.4929375
64e68fac-0290-4f9c-94c0-5c3eefbb60f1,Grapefruit,10/11/9999,"0.817, 0.8228, 0.8312, 0.8375, 0.8348, 0.8466, 0.8348",0.799 - 0.865,"1.4721, 1.4722, 1.4732, 1.4727, 1.4723, 1.4740, 1.4723",1.443 - 1.502,Enhancer Line,#fda02f,#bcd67a,6,2,5,,Grapefruit,"Citrus-forward profile with grapefruit , wild orange,  herbal-skunky notes, diesel, and sour candy.","Diesel, citrus, Grapefruit",Citrus,Limonene,,0.8321,1.472685714
249dfaf3-c470-43c5-b96e-56676abf6a2a,Green Apple,10-517-9999,"0.8897, 0.8516, 0.8672, 0.8664, 0.864, 0.8616, 0.8484, 0.8584, 0.858, 0.8746, 0.8726, 0.8776, 0.8772, 0.8710, 0.8596, 0.853",0.831 - 0.900,"1.4756, 1.4760, 1.4782, 1.4761, 1.4766, 1.4754, 1.4760, 1.4774, 1.4781, 1.4778, 1.4776, 1.4785, 1.4796, 1.4790, 1.4785, 1.4788",1.448 - 1.507,Enhancer Line,#e74f4f,#9fe682,7,,5,,Apple Juice,"Very sweet apple, candy-like body and notes of pineapple and green back notes.","Apple, Sour, sweet, Candy, TartApple, Sherbert, Strong",Candy,"Beta Caryophyllene, Humulene, linalool",0.8861,0.86568125,1.47745
8c08d29f-fed6-4363-a3c8-f7c3a61429b9,Guava Lava,10-560-9999,"0.8732, 0.8662, 0.8647, 0.8828, 0.8506, 0.837, 00.8446, 0.8398, 0.8448, 0.8436, 0.856, 0.8512, 0.8606, 0.8376, 0.8388, 0.8694, 0.8734, 0.8334",0.820 - 0.888,"1.4752, 1.4741, 1.4761, 1.4761, 1.4777, 1.4759, 1.4754, 1.4747, 1.4758, 1.4757, 1.4771, 1.4790, 1.4777, 1.4778, 1.4782, 1.4784, 1.4783, 1.4782",1.447 - 1.506,Enhancer Line,#eb896d,#f7a62e,9,,5,,Guava Nectar,"Tropical fruit nectar body with strong Guava and Apricot top notes. Sweet peach back note.

A molten wave of tropical fruit built around a bold, unfiltered guava core. The first hit is unmistakable  ripe pink guava, warm and sticky, with that wild, slightly fermented edge that defines true guava intensity. It’s juicy and loud, with a fleshy sweetness that borders on creamy, almost nectar-like. Underneath, soft layers of apricot and peach build a smooth, sunlit foundation. The apricot adds golden tang and pulpy depth; the peach brings fuzzy roundness and sweetness that melts into the guava seamlessly. There’s a subtle fun, not dirty, but alive, giving the profile a tropical push that feels both juicy and warm, like fruit ripened past its peak, almost starting to caramelize in the sun. This isn’t a blended fruit profile. This is guava in full expression, surrounded by supporting notes that lift it without dulling its edge.","JuiceConcentrate, Guava, Peach, Apricot, tropical",Fruity,"Myrcene, Beta Caryophyllene, Limonene",,0.853761111,1.476744444
29c8322d-d935-4530-b226-b6dc78a2fb3c,Jaffa Orange,10-514-9999,"0.8425, 0.8332, 0.8351, 0.826, 0.8352, 0.8258, 0.8322, 0.833, 0.8342, 0.8246",0.799 - 0.865,"1.4689, 1.4692, 1.4701, 1.4699, 1.4689, 1.4709, 1.4717, 1.4718, 1.4717, 1.4720",1.441 - 1.5,Enhancer Line,#e97d1e,#e346e3,8,0,5,1,Orange Candy,Sweet orange candy with a bitter after notes,"SweetOrange, OrangeCandy, sweet, Orange",Candy,Limonene,,0.83218,1.47051
46237c03-0cff-44d5-97c3-09a8a6ed1a88,Juicebox/Morning Punch,10-16-9999,"0.8500, 0.8306, 0.8564, 0.8584, 0.8584, 0.8562, 0.8580, 0.8514, 0.8482, 0.8496, 0.8452",0.817 - 0.885,"1.4780, 1.4776, 1.4782, 1.4787, 1.4787, 1.4783, 1.4787, 1.4789, 1.4793, 1.4791, 1.4791",1.449 - 1.508,Enhancer Line,#ffb948,#f18a8a,7,,4,,Fruity Mix,"Fruity-fresh profile with cherry, blueberry, grape, citrus, minty-herbal notes, and earthy undertones","citrus, FruitJuice, Grape",Fruity,"Myrcene, Limonene, Beta Caryophyllene",,0.851127273,1.4786
25f09151-82aa-4986-b9ae-63ea0909c898,Juicy Blueberry,10-505-9999,"0.8509, 0.8299, 0.8382, 0.8506, 0.7915, 0.8418, 0.8559, 0.8418, 0.846, 0.828, 0.8204, 0.8306, 0.833, 0.8346, 0.8424, 0.8368, 0.8268, 0.8508, 0.8532, 0.836, 0.8482, 0.8400, 0.841, 0.8324",0.804 - 0.871,"1.4643, 1.4625, 1.4661, 1.4666, 1.4656, 1.4656, 1.4667, 1.4678, 1.4654, 1.4646, 1.4646, 1.4643, 1.4650, 1.4648, 1.4670, 1.4863, 1.4671, 1.4667, 1.4670, 1.4678, 1.4691, 1.4681, 1.4685, 1.4679",1.438 - 1.496,Enhancer Line,#835abc,#be5b5b,9,,5,,Sweet Blueberry,"Strong fruity Blueberry body with purple and blue notes,
The aroma bursts with ripe blueberry candy, syrupy and bright, but quickly opens into juice-like freshness: think wild blueberry nectar, cold-pressed and dripping.
At the heart, there's a clear fruit core not artificial, but full-spectrum. You can feel the peel, the pulp, the tannins, the skin. It’s sweet but it's also textured, with soft purple floral edges and a hint of tart berry acidity that keeps it alive. The sweetness is explosive, juicy in a way that coats the palate, but not flat. Every inhale reveals a new layer: first pop, then jammy depth, then a soft, musky finish like crushed blueberry skin.","BerryNotes, sweet, Fruity, Blueberry",Sweet,"Myrcene, linalool, Beta Caryophyllene",,0.837533333,1.467058333
8abd8c1f-1006-4ac3-80f9-a93e5e4af172,Key Lime Pie,10-557-9999,"0.8576, 0.8448, 0.8497, 0.8500, 0.8472, 0.8378, 0.8302, 0.8380, 0.8268, 0.8484, 0.8338, 0.8678, 0.8578, 0.8422",0.811 - 0.879,"1.4755, 1.4768, 1.4769, 1.4756, 1.4796, 1.4781, 1.4782, 1.4772, 1.4772, 1.4773, 1.4780, 1.4791, 1.4782, 1.4787",1.448 - 1.507,Enhancer Line,#fbde29,#f3dfb6,8,0,3,5,Key Lime Pie,"Sour Key Lime / Lemon Pie profile, very rounded with sweet vanilla and cake-like notes.","Lemonade, Vanilla, LemonPie, Sour","Citrus, creamy","Myrcene, citral, Beta Caryophyllene",,0.84515,1.4776
91e28c31-d5c8-48a8-a481-4204a2191448,Kush Note,7-500-9999,"0.8576, 0.8471, 0.848, 0.8501, 0.85, 0.8504, 0.8514, 0.8507, 0.8401, 0.8481, 0.8292, 0.8248, 0.825, 0.8306, 0.8306, 0.8242, 0.8242, 0.827, 0.8262, 0.825, 0.839, 0.8166, 0.8406, 0.8432, 0.8396, 0.8264, 0.8298, 0.8412, 0.834, 0.8346, 0.8246, 0.8204, 0.8234, 0.8438, 0.8438, 0.8364, 0.8236, 0.8368, 0.8412, 0.8228, 0.8360, 0.8444, 0.8408, 0.8542, 0.8324, 0.8792, 0.8264, 0.8442, 0.846, 0.8338, 0.8436, 0.8412, 0.8382, 0.8532, 0.8400, 0.8466, 0.8260, 0.8376, 0.8450, 0.8282, 0.8384, 0.8198, 0.8354, 0.8296, 0.819, 0.8336, 0.8342",0.803 - 0.870,"1.4835, 1.4820, 1.4862, 1.4808, 1.4824, 1.4825, 1.4827, 1.4831, 1.4838, 1.4829, 1.4829, 1.482, 1.4863, 1.4839, 1.4863, 1.481, 1.4832, 1.4818, 1.4821, 1.4824, 1.4829, 1.4853, 1.4841, 1.4844, 1.4853, 1.4848, 1.4843, 1.4841, 1.4845, 1.4849, 1.4849, 1.4845, 1.4860, 1.4841, 1.4831, 1.4841, 1.4839, 1.4844, 1.4852, 1.4838, 1.4850, 1.4849, 1.4840, 1.4842, 1.4840, 1.4846, 1.4841, 1.4835, 1.4850, 1.4842, 1.4851, 1.4835, 1.4848, 1.4852, 1.4841, 1.4851, 1.4858, 1.4865, 1.4852, 1.4851, 1.4852, 1.4856, 1.4853, 1.4855, 1.4855, 1.4856, 1.4855",1.455 - 1.514,Enhancer Line,#5b723f,#864a4a,10,5,,,Kush,"Powerful and deep Kush with earthy tones.
A unique and powerful Kush expression  piercing yet enveloping, built around a deep gaseous core that unfolds into rich sulfuric layers.
It delivers the unmistakable sensation of cracking open a bag of rare, high-grade flower. The aroma is intensely characteristic  a pure distillation of loud, pungent cannabis.

The profile balances sharp, sulfury Kush funk with a stable terpene base: earthy, slightly peppery, and tightly constructed. The gas doesn’t scream it resonates, filling the air and the nose with a thick, sticky weight that holds.

This is not just Kush, it’s gas-forward Kush with presence.
Undeniable. Unmistakable. Unforgettable.","Kush, Skunk, Earthy",Kush,"Beta Caryophyllene, Myrcene, Alpha Terpineol",0.8583,0.836852239,1.484216418
