CAS,CAS,Compound Name by Eybna,Compound Name,PubChem_CID,pubchemcid ,Eybna molecules,SMILES,Canonical_SMILES,Isomeric_SMILES,Canonical SMILES,Isomeric SMILES,Physical Description,Description,molecular type,Molecule family,Found in Cannabis,FEMA number,FEMA_No,Botanical Source,molecular mass (g/mol),Molecular Weight [g/mol],Empirical_Formula,molecular formula,Boiling Point [°C] @760 mmHg,boiling point (celsius),Melting Point [°C],Melting point (celcius),Density [g/cm3] @25 °C,density (g/cm3),Flash Point [°C],flash point (celsius),Vapor Pressure [mmHg] @25 °C,vapour pressure (kPa),Water Solubility [mg/L] @25 °C (water),Solubility General,Water Solubility (mg/l @ 20C),Physical State ,Physical State,Physical Description,Oral LD50 rat (mg/kg),Oral LD50 mouse (mg/kg),Dermal LD50 rabbit (mg/kg),ODT(ppb),aroma description,Aroma Color,Intensity (1-10),Flavor,Flavor,Odor,Odor,Odor Threshold,Long Description,Family Type
495-62-5,495-62-5,Bisabolene,Bisabolene,62346,62346,1,CC1=CCC(=C(C)CCC=C(C)C)CC1,CC(C)=CCCC(C)=C1CC=C(C)CC1,,CC1=CCC(=C(C)CCC=C(C)C)CC1,,"Colourless slightly viscous oil; pleasant, warm sweet-spicy-balsamic aroma","Found in ginger and myrrh, bisabolene offers a sweet, spicy aroma. It's used in aromatherapy for its comforting effects and in perfumery to add warmth and spiciness to scents.",Sesquiterpene ,Terpenes,1,3331,3331,Citrus limonia,204.35,204.35,C15H24,C15H24,,129,,-120,,0.9,,109,,0.009,,Insoluble in water; soluble in oils; Insoluble (in ethanol),0.008994,liquid ,liquid,"Colourless slightly viscous oil; pleasant, warm sweet-spicy-balsamic aroma",5000,13360,5000,,Balsamic ,#e8c07a,,,,Musky,,,"Soft earthy notes, Chamomile, floral, oriental. A bit of glue notes.","Earthy, Floral"
507-70-0,507-70-0,Borneol,Borneol,64685,64685,1,CC1(C2CCC1(C(C2)O)C)C,CC1(C)C2CCC1(C)C(O)C2,,CC1(C2CCC1(C(C2)O)C)C,,Borneol appears as a white colored lump-solid with a sharp camphor-like odor. Burns readily. Slightly denser than water and insoluble in water. Used to make perfumes.; Liquid; White translucent solid; [Hawley]; White to off-white crystals; piney camphoraceous aroma,"Sourced from camphor trees and rosemary, borneol has a camphor-like aroma. It's used in traditional medicine and as a flavoring agent, known for its analgesic and anti-inflammatory effects.",Monoterpenic Alcohol,Oxygenated Aliphatics,1,2157,2157,Pine oil,154.3,154.25,C10H18O,C10H18O,,194,202,209.33,,1.064,65.56,60,-2,4.55,738,"In water, 738 mg/L at 25 °C; Slightly soluble in propylene glycol; Soluble in alcohol and ether; Slightly soluble in proylene glycol; Very slightly soluble in water; Insoluble in vegatable oils; Soluble (in ethanol)",738,solid,solid,Borneol appears as a white colored lump-solid with a sharp camphor-like odor. Burns readily. Slightly denser than water and insoluble in water. Used to make perfumes.; Liquid; White translucent solid; [Hawley]; White to off-white crystals; piney camphoraceous aroma,500,1310,500,"[140,140]","balsamic, piney",#f37e98,,Burning taste somewhat reminiscent of mint,,Sweet,"Piney, camphor-like odor",,"Sweet candy, baking powder, sugary but floral.","Floral, Candy, Camphorous, Sweet"
29350-73-0,880143-55-5,Cadinene,Cadinene,3032853,3032853,1,C[C@H]1CC[C@H]([C@H]2[C@H]1C=C[C@@H](C2)C)C(C)C,CC1C=CC2C(C)CCC(C(C)C)C2C1,CC(C)[C@@H]1CC[C@H](C)[C@@H]2C=C[C@H](C)C[C@H]21,CC1CCC(C2C1C=CC(C2)C)C(C)C,,,"Found in juniper and cypress, cadinene has a woody, spicy aroma. It's used in perfumery to add depth to woody fragrances and in flavorings for its spicy, herbaceous note.",Sesquiterpene ,Terpenes,1,,,Cedarleaf,204.35,206.37,C15H26,C15H24,,261,,35.55,,0.918,,100,,0.0004,,,0.11,liquid ,,,5000,,,,woody,#7a8e68,,,,Pizza spice,,,"Spicy, Pizza sauce. Oregano, strong zaatar, soft floral notes. Has some warm smokiness.","Herbal, Earthy, Spicy"
79-92-5,79-92-5,Camphene,Camphene,6616,6616,1,CC1(C2CCC(C2)C1=C)C,C=C1C2CCC(C2)C1(C)C,,C1(=C)C(C)(C)C2CC1CC2,,"Camphene appears as a colorless to white crystalline solid with an insipid camphor-like odor. Dust and crystals are irritants to the eyes, nose and throat. Emits flammable vapors when heated. Emits acrid smoke and irritating fumes at high temperature. Used for the manufacture of synthetic camphor.; Other Solid; Pellets or Large Crystals; Colorless solid; Insoluble in water; [Hawley] White solid; Insoluble in water; [MSDSonline]; COLOURLESS SOLID IN VARIOUS FORMS WITH CHARACTERISTIC ODOUR.; Colourless crystalline solid; mild, oil-camphoraceous aroma","Found in camphor oil and ginger oil, camphene has a pungent, earthy aroma. Used in the manufacture of fragrances and as a food additive, it's known for its antioxidant and anti-inflammatory properties.",Monoterpene,Terpenes,1,2229,2229,Camphor oil,136.2,136.23,C10H16,C10H16,154.44,154,50,51.5,,0.87,33.33,29.5,2.5,0.38,4.6,"In water, 4.6 mg/L at 25 °C; In water, 4.2 mg/L; Soluble in ether; slightly soluble in alcohol; Solubility in water, g/100ml at 20 °C: 0.0004 (very poor); Insoluble in water; soluble in oils; Soluble (in ethanol)",4.6,solid,gas,"Camphene appears as a colorless to white crystalline solid with an insipid camphor-like odor. Dust and crystals are irritants to the eyes, nose and throat. Emits flammable vapors when heated. Emits acrid smoke and irritating fumes at high temperature. Used for the manufacture of synthetic camphor.; Other Solid; Pellets or Large Crystals; Colorless solid; Insoluble in water; [Hawley] White solid; Insoluble in water; [MSDSonline]; COLOURLESS SOLID IN VARIOUS FORMS WITH CHARACTERISTIC ODOUR.; Colourless crystalline solid; mild, oil-camphoraceous aroma",5000,,2500,100000000,"woody, piney",#a1edfb,,"Camphoraceous taste; Terpene, camphoraceous taste...cooling, minty, with citrus and green spicy nuances",,Sour mint,"Camphoraceous, cooling, piney wood with trephy nuances...citrus and green minty and green spicy notes; Insipid odor; Camphor-like",,"Fresh cooling scent, minty, citrus notes, camphorous, pine, sour","Camphorous, Fresh, Sour"
76-22-2,76-22-2,Camphor,Camphor,2537,2537,1,CC1(C2CCC1(C(=O)C2)C)C,CC12CCC(CC1=O)C2(C)C,,CC1(C2CCC1(C(=O)C2)C)C,,"Camphor appears as a colorless or white colored crystalline powder with a strong mothball-like odor. About the same density as water. Emits flammable vapors above 150 °F. Used to make moth proofings, pharmaceuticals, and flavorings.; Pellets or Large Crystals; Liquid; Dry Powder; Colorless or white crystals with a penetrating, aromatic odor; [NIOSH]; COLOURLESS OR WHITE CRYSTALS WITH CHARACTERISTIC ODOUR.; White to pale yellow crystalline solid, Camphoraceous aroma; Colorless or white crystals with a penetrating, aromatic odor.","Sourced from the camphor laurel tree, camphor has a strong, penetrating aroma. Widely used in medicinal creams and lotions, it's known for its cooling sensation and ability to relieve pain and irritation.",Monterpene,Terpenes,1,2230,4513,Cinnamomum camphora,152.2,152.23,C10H16O,C10H16O,203.89,204,173.89,176,,0.992,65.56,64,0.65,0.087,3,"Insoluble (NIOSH, 2024); 1600 mg/L (at 25 °C); In water, 1.6X10+3 mg/L at 25 °C; At 25 °C one gram dissolves in about 800 mL water, in 1 mL alcohol, 1 mL ether, 0.5 mL chloroform. Freely soluble in carbon disulfide, petroleum benzin, fixed and volatile oils. Also soluble in concentrated mineral acids, in phenol, in liquid ammonia and in liquid sulfoxide; Solubility in water, g/100ml at 25 °C: 0.12; Slightly soluble; Soluble (in ethanol); Insoluble",Insoluble,solid,gas,"Camphor appears as a colorless or white colored crystalline powder with a strong mothball-like odor. About the same density as water. Emits flammable vapors above 150 °F. Used to make moth proofings, pharmaceuticals, and flavorings.; Pellets or Large Crystals; Liquid; Dry Powder; Colorless or white crystals with a penetrating, aromatic odor; [NIOSH]; COLOURLESS OR WHITE CRYSTALS WITH CHARACTERISTIC ODOUR.; White to pale yellow crystalline solid, Camphoraceous aroma; Colorless or white crystals with a penetrating, aromatic odor.",5000,1310,5000,,camphoreous,#c2feff,,Pungent aromatic taste,,Camphoric mint,Fragrant and penetrating odor; Penetrating aromatic odor,Odor Threshold Low: 0.0026 [mg/m3]; Odor Threshold High: 0.96 [mg/m3]; Detection odor threshold from AIHA (mean = 0.079 ppm),"Cool mint, refreshing, camphorous, spearmint, has a slight sweetnesss",Camphorous
76735-57-4,76735-57-4,Cannflavin A,Cannflavin A,10071695,10071695,0,CC(=CCC/C(=C/CC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC(=C(C=C3)O)OC)O)/C)C,COc1cc(-c2cc(=O)c3c(O)c(CC=C(C)CCC=C(C)C)c(O)cc3o2)ccc1O,COc1cc(-c2cc(=O)c3c(O)c(C/C=C(\C)CCC=C(C)C)c(O)cc3o2)ccc1O,CC(=CCCC(=CCC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC(=C(C=C3)O)OC)O)C)C,CC(=CCC/C(=C/CC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC(=C(C=C3)O)OC)O)/C)C,,"Found in cannabis, cannflavin A is distinguished by its unique chemical properties rather than its aroma. It's researched for its potent anti-inflammatory effects, significantly stronger than those of traditional NSAIDs.",prenylflavonoids,Cyclic Oxygenated Compounds,1,,,,436.5,436.5,C26H28O6,C26H28O6,,182,,145,,1.2,,,,,,,,solid,,,,,,,,,,,,,,,,
499-75-2,499-75-2,Carvacrol,Carvacrol,10364,10364,1,CC1=C(C=C(C=C1)C(C)C)O,Cc1ccc(C(C)C)cc1O,,CC1=C(C=C(C=C1)C(C)C)O,,"Thick colorless liquid; [Hawley] Clear, deep yellow liquid; [MSDSonline]; Liquid; Colourless to pale yellow liquid, pungent, spicy odour","Found in oregano and thyme, carvacrol has a warm, spicy aroma. It's used in food flavoring and as a preservative, recognized for its antimicrobial properties.",Monoterpenoid Phenol,Terpenes,1,2245,2245,Caraway seed oil,150.2,150.22,C10H14O,C10H14O,-238,237,1,1,,0.976,100,100,,0.00309,,"SLIGHTLY SOL IN WATER; SOL IN ETHANOL, ETHER, ALKALIS; VERY SOLUBLE IN ACETONE; 1.25 mg/mL at 25 °C; insoluble in water; miscible in oils; miscible (in ethanol)",Insoluble,liquid ,liquid,"Thick colorless liquid; [Hawley] Clear, deep yellow liquid; [MSDSonline]; Liquid; Colourless to pale yellow liquid, pungent, spicy odour",810,,,2900,spicy,#526447,,"EXCELLENT SMOKE TASTE, @ 1-5 PPM",,Herbs,THYMOL ODOR; MEDICINAL SMOKE ODOR,,"Zaatar, oregano, rosemerine and slightly thyme. Plastic notes, little bit salami","Herbal, Spicy"
1139-30-6,1139-30-6,Caryophyllene Oxide,Caryophyllene Oxide,1742210,1742210,1,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,C=C1CCC2OC2(C)CCC2C1CC2(C)C,C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,Fine colorless crystals; [MSDSonline]; Colourless solid; Sweet fruity aroma,"Commonly present in clove oil and hops, caryophyllene oxide is known for its spicy, woody aroma. It's utilized in food flavorings and as a key compound in essential oils, known for its antifungal properties.",Sesquiterpenic Ether,Terpenoids,1,4085,4085,Clove oil,220.35,220.35,C15H24O,C15H24O,,279,,62.5,,0.905,,100,,0.00093,,Insoluble in water; Soluble in fat; Soluble (in ethanol),Insoluble,solid,solid,Fine colorless crystals; [MSDSonline]; Colourless solid; Sweet fruity aroma,5000,,2000,,woody,#36c0e4,,,,Sweet-Camphory,,,"Spicy camphorous, Floral notes, Laundry powder, also medicine-like: Aspirin, with citrus lime notes. Overall sweet minty","Camphorous, Candy, Sour, Sweet"
20675-51-8,20675-51-8,CBC (Cannabichromene),CBC (Cannabichromene),30219,30219,0,CCCCCC1=CC(=C2C=CC(OC2=C1)(C)CCC=C(C)C)O,CCCCCc1cc(O)c2c(c1)OC(C)(CCC=C(C)C)C=C2,,CCCCCC1=CC(=C2C=CC(OC2=C1)(C)CCC=C(C)C)O,,,"Found in cannabis, CBC has a subtle, earthy aroma. It's being investigated for its potential anti-inflammatory, antidepressant, and antiviral properties, making it of interest in medical research.",Phyto Cannabinoid,Cannabinoids,1,,,,314.5,314.5,C21H30O2,C21H30O2,,220,,,,,,,,,,,,solid,,,5630,,15800,,,,,,,,,,,
13956-29-1,13956-29-1,CBD (Cannabidiol),CBD (Cannabidiol),644019,644019,0,CCCCCC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,CCCCCC1=CC(=C(C(=C1)O)C2C=C(CCC2C(=C)C)C)O,CCCCCC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,,"Derived from hemp and cannabis, CBD is known for its earthy, slightly bitter taste. It's widely used in therapeutic products for its potential to relieve anxiety, inflammation, and pain without psychoactive effects.",Phyto Cannabinoid,Cannabinoids,1,,,,314.469,314.5,C21H30O2,C21H30O2,,180,,66,,1.04,,11,,,,,Insoluble,solid,,,980,,,,,,,,,,,,,
1244-58-2,1244-58-2,CBDA (Cannabidiolic Acid),CBDA (Cannabidiolic Acid),160570,160570,0,CCCCCC1=CC(=C(C(=C1C(=O)O)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)c(C(=O)O)c1O,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)c(C(=O)O)c1O,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)O,CCCCCC1=CC(=C(C(=C1C(=O)O)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,,"Found in raw cannabis plants, CBDA is the acidic precursor to CBD, with a slightly acidic and bitter taste. It's being researched for its anti-inflammatory properties and potential in treating nausea and anxiety.",Phyto Cannabinoid,Cannabinoids,1,,,,358.5,358.5,C22H30O4,C22H30O4,,130,,,,1.1,,13,,,,,,solid,,,,,,,,,,,,,,,,
25654-31-3,25654-31-3,CBG (Cannabigerol),CBG (Cannabigerol),5315659,5315659,0,CCCCCC1=CC(=C(C(=C1)O)C/C=C(\C)/CCC=C(C)C)O,CCCCCc1cc(O)c(CC=C(C)CCC=C(C)C)c(O)c1,CCCCCc1cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c1,CCCCCC1=CC(=C(C(=C1)O)CC=C(C)CCC=C(C)C)O,CCCCCC1=CC(=C(C(=C1)O)C/C=C(\C)/CCC=C(C)C)O,,"Present in cannabis, CBG is known for its mild, earthy aroma. It's being researched for potential medical applications, including anti-inflammatory, antibacterial, and neuroprotective properties.",Phyto Cannabinoid,Cannabinoids,1,,,,316.5,316.5,C21H32O2,C21H32O2,,52,,49.5,,0.897,,9,,1,,,,solid,,,5628,,15800,,,,,,,,,,,
521-35-7,521-35-7,CBN (Cannabinol),CBN (Cannabinol),2543,117065074,0,CCCCCC1=CC(=C2C(=C1)OC(C3=C2C=C(C=C3)C)(C)C)O,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,,CCCCCC1=CC(=C2C(=C1)OC(C3=C2C=C(C=C3)C)(C)C)O,,"Leaflets. (NTP, 1992)","Derived from the oxidation of THC in cannabis, CBN has a mild, slightly earthy aroma. It's studied for its potential sedative effects and as a treatment for sleep disorders and pain relief.",Phyto Cannabinoid,Cannabinoids,1,,,,310.4,310.4,C21H26O2,C21H26O2,,185,77.22,77,,1.0865,,11,,,,,,solid,"Leaflets. (NTP, 1992)","Leaflets. (NTP, 1992)",1500,13500,2000,,,,,,,,,,,
77-53-2,77-53-2,Cederol (Cedrol),Cederol (Cedrol),65575,65575,1,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)O,CC1CCC2C(C)(C)C3CC12CCC3(C)O,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,CC1CCC2C13CCC(C(C3)C2(C)C)(C)O,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)O,Pale yellow to yellow green solid; Sweet fruity cedar-like aroma,"Sourced from cedarwood, cederol has a distinct, woody, balsamic aroma. It's widely used in perfumery for its soothing scent and in air fresheners for its ability to impart a natural, forest-like atmosphere.",Alcohol ,Oxygenated Aliphatics,1,4503,4503,,222.37,222.37,C15H26O,C15H26O,,277,86,57,,1.01,,115,,0.0011,,"Soluble in benzyl benzoate, slightly soluble in glycol and mineral oil; Soluble in 11 parts of 95% alcohol; Slightly soluble in water; Soluble (in ethanol)",11.3,solid,solid,Pale yellow to yellow green solid; Sweet fruity cedar-like aroma,5000,,5000,,woody-earthy,#774100,,,,Woody,Woody-earthy,,"Rum, smoky, woody, pine. Herbal notes.","Earthy, Camphorous, woody, Spicy"
469-61-4,469-61-4,Cedrene,Cedrene,6431015,521207,1,C[C@@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)C,CC1=CCC23CC1C(C)(C)C2CCC3C,CC1=CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,CC1CCC2C13CC=C(C(C3)C2(C)C)C,C[C@@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)C,Solid,"Derived from cedarwood, cedrene is characterized by its warm, woody aroma. It's used in perfumes and air fresheners for its comforting, grounding scent and in aromatherapy for its stress-relieving effects.",Sesquiterpene,Terpenes,1,,,,204.35,204.35,C15H24,C15H24,,261,,262.5,,0.932,,104,,0.0024,,,1.6,liquid ,solid,Solid,4500,,5000,,woody,#482c0d,,,,Sandalwood,,,"Smoky, earthy, woody. Whisky, leathery. Fireplace. Smoked bacon","Earthy, woody, Nutty"
104-55-2,104-55-2,Cinnamaldehyde,Cinnamaldehyde,637511,637511,1,C1=CC=C(C=C1)/C=C/C=O,O=CC=Cc1ccccc1,O=C/C=C/c1ccccc1,C1=CC=C(C=C1)C=CC=O,C1=CC=C(C=C1)/C=C/C=O,"Liquid, Other Solid; Liquid; Yellowish oily liquid; [HSDB]; Clear yellow liquid with a cinnamon odor; [CAMEO]; Liquid; Yellow liquid, strong cinnamon odour","Derived from cinnamon bark, cinnamaldehyde offers a warm, spicy aroma. It's widely used in flavorings, perfumery, and as a natural fungicide, known for its distinctive scent and flavor.",Aldehyde,Oxygenated Aliphatics,1,2286,2286,Cinnamon Bark,132.2,132.16,C9H8O,C9H8O,253,250,-7.5,-7.5,,1.041,71.11,93.33,-2,0.00353,3,"Dissolves in about 700 parts water, in about 7 volumes of 60% alcohol.; SOL IN ETHER, CHLOROFORM; INSOL IN PETROLEUM ETHER; Miscible with alcohol, ether, chloroform, oils; SOLUBILITY: 1:5 IN 60%, 1:25 IN 50%, 1:2.5 IN 70% ALC; In water, 1.42X10+3 mg/L at 25 °C; 1.42 mg/mL at 25 °C; insoluble in water; miscible in oils; miscible (in ethanol)",1.42X10+3,liquid ,liquid,"Liquid, Other Solid; Liquid; Yellowish oily liquid; [HSDB]; Clear yellow liquid with a cinnamon odor; [CAMEO]; Liquid; Yellow liquid, strong cinnamon odour",2220,,1260,"[50,750]",spicy,#b38b3b,,BURNING TASTE; SWEET TASTE,,Cinnamon,"PUNGENT, SPICY NOTE; Strong odor of cinnamon",50-750 ppb,Sweet sugary cinnamon,"Sweet, Spicy"
103-54-8,103-54-8,Cinnamyl Acetate,Cinnamyl Acetate,5282110,5282110,1,CC(=O)OC/C=C/C1=CC=CC=C1,CC(=O)OCC=Cc1ccccc1,CC(=O)OC/C=C/c1ccccc1,CC(=O)OCC=CC1=CC=CC=C1,CC(=O)OC/C=C/C1=CC=CC=C1,"Liquid; Colorless liquid; [Sigma-Aldrich MSDS]; Colourless to slightly yellow liquid, sweet, balsamic, floral odour","Derived from cinnamon and storax, cinnamyl acetate offers a sweet, floral, and slightly spicy aroma. It's used in the fragrance industry for its warm, inviting scent, and in flavorings to enhance spicy profiles.",Ester,Oxygenated Aliphatics,1,2293,2293,Cinnamon leaves / cane sugar,176.21,176.21,C11H12O2,C11H12O2,,265,,30,,1.057,,108,,,,insoluble in water; soluble in oils; miscible (in ethanol),Insoluble,liquid ,liquid,"Liquid; Colorless liquid; [Sigma-Aldrich MSDS]; Colourless to slightly yellow liquid, sweet, balsamic, floral odour",3300,4750,5000,,floral,,,,,,,,,
103-59-3,103-59-3,Cinnamyl Isobutyrate,Cinnamyl Isobutyrate,5355851,5355851,1,CC(C)C(=O)OC/C=C/C1=CC=CC=C1,CC(C)C(=O)OCC=Cc1ccccc1,CC(C)C(=O)OC/C=C/c1ccccc1,CC(C)C(=O)OCC=CC1=CC=CC=C1,CC(C)C(=O)OC/C=C/C1=CC=CC=C1,"Colourless to yellowish liquid, sweet, balsamic fruity odour","Found in cinnamon and balsamic resin, cinnamyl isobutyrate has a sweet, fruity, balsamic aroma. It's used in perfumery to add depth to floral and fruity fragrances, and in flavorings to impart a warm, rich taste.",Styrene,Oxygenated Aliphatics,1,2297,2297,Cinnamon Bark,204.26,204.26,C13H16O2,C13H16O2,,254,,46,,1.008,,113,,0.00095,,insoluble in water; soluble in oils; miscible (in ethanol),Insoluble,liquid ,liquid,"Colourless to yellowish liquid, sweet, balsamic fruity odour",5000,,5000,,fruity,#f7cd90,,,,Almond blossom,,,"Floral, cinnamon, plastic, laundry powder, amaretto, nutty","Floral, Nutty, Sweet, Spicy"
928-96-1,928-96-1,Cis-3-Hexenol,Cis-3-Hexenol,5281167,5281167,1,CC/C=C\CCO,CCC=CCCO,CC/C=C\CCO,CCC=CCCO,CC/C=C\CCO,"Liquid; colourless liquid with a powerful, grassy-green odour","Present in freshly cut grass and green leaves, cis-3-hexenol offers a distinctively fresh, green aroma. It's utilized in perfumery to create a natural ""green"" scent and in flavorings for its refreshing taste.",Alcohol,Oxygenated Aliphatics,1,2563,2563,Mentha arvensis,100.2,100.16,C6H12O,C6H12O,,156.5,,-61,,0.846,54.44,61.11,,0.039,,"Very soluble in ethanol and ether; Soluble in alcohol, propylene glycol, fixed oils; soluble in alcohol, propylene glycol and most fixed oils",16000,liquid ,liquid,"Liquid; colourless liquid with a powerful, grassy-green odour",4615,,,70,green,#64ea50,,"Fresh, green, raw fruity with a pungent depth",,Grass,"Powerful grassy-green odor; Strong odor resembling that of isoamyl alcohol, approaching the odor of green leaves when highly dilute; Characteristic odor of freshly cut grass; Green, grassy, melon rind-like with a pungent freshness",,"Fresh cut grass, green, berry notes, bitter-sour",Fresh
3681-71-8,3681-71-8,Cis-3-Hexenyl Acetate,Cis-3-Hexenyl Acetate,5363388,5363388,1,CC/C=C\CCOC(=O)C,CCC=CCCOC(C)=O,CC/C=C\CCOC(C)=O,CC/C=C\CCOC(=O)C,CC/C=C\CCOC(=O)C,Liquid; colourless to pale yellow liquid with a powerful green note,"Commonly found in green leaves and grass, cis-3-hexenyl acetate has a fresh, green, grassy aroma. It's used in perfumery to impart a ""green"" note to fragrances and in flavorings to evoke a sense of freshness.",Acetate,Oxygenated Aliphatics,1,3171,3171,Mentha arvensis,142.2,142.2,C8H14O2,C8H14O2,,165,,75.5,,0.896,,57.14,,0.163,,0.9 g/L @ 20 °C (exp); 1 ml in 1 ml 95% alcohol (in ethanol),Insoluble,liquid ,liquid,Liquid; colourless to pale yellow liquid with a powerful green note,5000,,1000,,green,#61de50,,,"Bitter apple, grass",Green apple candy,,,"Pear, sour, sweet, green apple, grass, pineapple, green leaves","Candy, Sweet, Sour, Fresh"
